Id,Label,timeset,degree
15498,NOTE,,11
15499,KINLAN KARTH KITH,,14
15500,ACROBAT/CARL ZANTE,,6
15501,",""ACROBAT/CARL ZANTE",,1
15502,",""EVANS, DORIS",,3
15503,"BEDFORD, BRAD HULK",,2
15504,"STILWELL, RON",,2
15505,"STRINGER, AMY",,4
15506,"FULLERTON-SMITH, CAS",,3
15507,",""FULLERTON-SMITH, CAS",,1
15508,SCRAMBLER,,81
15509,"KRAMER, STACEY",,81
15510,"KRAMER, KENNY",,47
15511,RIPTIDE,,66
15512,",""MERRYWEATHER, IRENE",,12
15513,",""SCRAMBLER",,6
15514,",""KRAMER, STACEY",,10
15515,",""KRAMER, KENNY",,7
15516,",""RIPTIDE",,6
15517,",""ARCLIGHT/PHILLIPA SO",,8
15518,"MARX, DR.",,9
15519,",""KINGSLEY, DANIEL",,2
15520,",""FOREIGNER/RAFAEL BAS",,4
15521,SLYDE,,74
15522,"RASPUTIN, NIKOLAI",,29
15523,"RASPUTINA, ALEXANDRA",,30
15524,"CHASIN, MAJOR",,36
15525,"COCKRUM, DAVE",,60
15526,",""RASPUTIN, NIKOLAI",,4
15527,",""RASPUTINA, ALEXANDRA",,2
15528,",""CHASIN, MAJOR",,3
15529,",""COCKRUM, DAVE",,3
15530,",""KRAKOA",,1
15531,HURRICANE III,,33
15532,DEADBOLT,,30
15533,SPYNE,,30
15534,LIFEFORCE,,31
15535,",""DOMINO III/BEATRICE/",,12
15536,"GREER, GABRIELLE",,30
15537,"MOORE, TONI",,9
15538,"PURL, DR. NOAH",,18
15539,"BARRON, RICK",,9
15540,STRONGARM II/ARMSTRO,,9
15541,BARRAGE,,35
15542,GENESIS/TYLER DAYSPR,,47
15543,",""SPYNE",,3
15544,LIVING ERASER,,7
15545,",""LIVING ERASER",,1
15546,"WIGGINS, TRACY",,5
15547,BUSHWACKER/CARL,,61
15548,",""BUSHWACKER/CARL",,4
15549,MOTH/,,1
15550,"MARTELL, SHIELD AGEN",,12
15551,FITCH/,,10
15552,CROSS/,,10
15553,MIDAS,,42
15554,",""MIDAS",,4
15555,SERVITOR,,21
15556,"STEELE, BOBBY",,77
15557,"PARETSKY, DR. GARY",,73
15558,CLARISSA,,12
15559,"KOSINSKI, HARLEY",,17
15560,"RUIZ, RIGGER",,116
15561,"RASSITANO, MAD DOG",,112
15562,"JACKSON, ANDREW JOCK",,77
15563,"MAJOWSKI, SAM MOTHER",,60
15564,"CONKLIN, CAPT.",,35
15565,"FIELSTEIN, FIREWORKS",,77
15566,SENSATIONAL HYDRA/A,,32
15567,",""NEUT",,4
15568,NEUT,,25
15569,",""BOLT, COUNCILMAN AND",,1
15570,MADAME MASQUE III,,64
15571,MANTIS (SPACE PHANTO,,38
15572,NELIT,,11
15573,TUC,,25
15574,",""MADAME MASQUE III",,7
15575,",""MANTIS (SPACE PHANTO",,6
15576,",""NELIT",,5
15577,TOBIAS,,39
15578,MALACHI,,37
15579,",""TOBIAS",,5
15580,",""MALACHI",,5
15581,",""SENSATIONAL HYDRA/A",,3
15582,LIBRA III/,,9
15583,",""LIBRA III/",,1
15584,BENEDICT,,35
15585,ZA'KEN,,10
15586,",""BENEDICT",,6
15587,",""ZA'KEN",,5
15588,",""WRAITH",,4
15589,"CHAR, BRON",,13
15590,"CHAPMAN, GEN. ULYSSE",,8
15591,"RANIER, MIKE",,10
15592,"PATTERSON, JACK",,10
15593,",""CHEKOV, ARTHUR ANTON",,3
15594,EL AGUILA,,23
15595,ROUGHHOUSE,,37
15596,BLOODSCREAM,,40
15597,"COY, GENERAL NGUYEN",,100
15598,TAI,,21
15599,",""BLOODSCREAM",,5
15600,",""O'DONNELL",,3
15601,",""COY, GENERAL NGUYEN",,4
15602,FLUFFY,,7
15603,",""FLUFFY",,1
15604,",""SCRIER JR.",,1
15605,SCRIER JR.,,3
15606,",""ROUGHHOUSE",,6
15607,HARDCASE/HAROLD HARR,,43
15608,SHOTGUN/ZEKE SALLING,,22
15609,BATTLEAXE II/JEROME,,24
15610,",""SHOTGUN/ZEKE SALLING",,3
15611,",""BATTLEAXE II/JEROME",,2
15612,",""TAI",,4
15613,"HILDEBRANT, DR.",,4
15614,"THOMAS, BECKY",,4
15615,NIGHT RIDER,,26
15616,",""NIGHT RIDER",,4
15617,"EPSTEIN, PROF. NORA",,8
15618,"RAVEN, HELEN",,10
15619,"RAVEN, MATTHEW",,10
15620,"TYNE, ELIZABETH/JANI",,13
15621,"TANNEN, VINCENT",,10
15622,"KENNEDY, LOUISE",,10
15623,"WHITE, PROFESSOR",,9
15624,"TANNEN, PAUL",,9
15625,AREX,,33
15626,GLABOO,,49
15627,EELAK,,49
15628,"ATOR, GENERAL",,49
15629,MARGOYLE,,49
15630,ROOTAR,,49
15631,ARCADIUS,,51
15632,PULSSUS,,50
15633,",""EELAK",,2
15634,",""ATOR, GENERAL",,2
15635,",""MARGOYLE",,2
15636,",""ROOTAR",,2
15637,",""ARCADIUS",,2
15638,",""RISQUE/GLORIA",,2
15639,RISQUE/GLORIA,,35
15640,CRULE,,28
15641,ABSALOM,,39
15642,SAUL,,41
15643,",""AREX",,1
15644,",""EDITOR",,1
15645,",""MADDICKS, ARTHUR ART",,9
15646,DR. SUN,,28
15647,CR'REEE,,124
15648,MAM'SELLE HEPZIBAH,,161
15649,RAZA LONGKNIFE,,172
15650,",""CH'OD",,14
15651,",""CR'REEE",,10
15652,",""MAM'SELLE HEPZIBAH",,13
15653,",""ZANE, DONOVAN",,1
15654,"ZANE, DONOVAN",,11
15655,AVIUS,,26
15656,LEONUS/LIONUS [INHUM,,54
15657,PHAE-DOR,,19
15658,ARIDES,,23
15659,CENTARIUS,,19
15660,STALLIOR,,60
15661,AIREO/AEOLUS [INHUMA,,68
15662,FALCONA [INHUMAN],,29
15663,EXITAR,,5
15664,"VEGA, ROBIN",,8
15665,",""VEGA, ROBIN",,1
15666,"TRAVERS, MIKE",,3
15667,"RYKER, MAJOR SIMON",,5
15668,CRIMSON DYNAMO VIII/,,7
15669,KRANG II,,7
15670,TITANIUM MAN III/BOR,,7
15671,RADIOACTIVE MAN II/D,,7
15672,WHIRLWIND II/DAVID C,,7
15673,BLACK KNIGHT VI/PROF,,7
15674,MELTER II/BRUNO HORG,,7
15675,GOSAMYR,,36
15676,ANIMATOR/DR. FREDRIC,,23
15677,",""ANIMATOR/DR. FREDRIC",,1
15678,BIRDBRAIN,,24
15679,",""BIRDBRAIN",,1
15680,",""DRAKE, CARLTON",,2
15681,"DRAN, DAMON",,14
15682,OMERTA/,,10
15683,PRODIGY/,,11
15684,MICROMAX/SCOTT WRIGH,,59
15685,URSULA,,11
15686,SHAMROCK/MOLLY FITZG,,166
15687,",""OMERTA/",,2
15688,",""PRODIGY/",,1
15689,",""MICROMAX/SCOTT WRIGH",,2
15690,",""URSULA",,1
15691,",""SHAMROCK/MOLLY FITZG",,9
15692,",""ROMANOV, MICKEY",,1
15693,"ROMANOV, MICKEY",,5
15694,",""DRAN, DAMON",,2
15695,HEADLOK,,20
15696,WINDSHEAR/COLIN ASHW,,104
15697,",""HEADLOK",,4
15698,",""WINDSHEAR/COLIN ASHW",,18
15699,",""GUARDIAN/JAMES MACDO",,22
15700,"CLARKE, GENERAL JERE",,109
15701,"PATRICK, KERRY",,29
15702,",""CLARKE, GENERAL JERE",,8
15703,MAJOR MAPLELEAF/LOUI,,9
15704,"BREWER, AMY",,15
15705,",""BREWER, AMY",,2
15706,"BYRNE, JOHN",,40
15707,",""BYRNE, JOHN",,5
15708,"CARTER, SHARON II",,5
15709,MASTER MAN II/ALEXAN,,11
15710,"FURY, NICK II",,5
15711,TAKU,,35
15712,CRIPPLER/KARL STRIKL,,53
15713,"BLAKE, EMILY",,3
15714,DAZZLER/BURTRAM WORT,,29
15715,DARK HUNTER,,6
15716,",""WONDER MAN 2010/SIMO",,1
15717,TAGAK,,41
15718,GUNTHAR,,10
15719,SEA WITCH/BRIGIT O'H,,14
15720,SPIKE,,6
15721,"MORAN, KEVIN",,7
15722,SLICK,,6
15723,PAIN,,6
15724,PERUN,,41
15725,CRIMSON DYNAMO V/DIM,,163
15726,",""PERUN",,3
15727,",""ORKA",,9
15728,",""CRIMSON DYNAMO V/DIM",,16
15729,"RAINTREE, VIVIAN",,5
15730,"HOLDSWORTH, PARKER",,6
15731,"DUNLEAVY, GEN. ARLEN",,6
15732,",""DUNLEAVY, GEN. ARLEN",,1
15733,",""RAINTREE, VIVIAN",,1
15734,ORINI,,14
15735,KAMO THARNN,,47
15736,",""GORN",,2
15737,",""PAIN",,2
15738,",""MORAN, KEVIN",,2
15739,",""SLICK",,2
15740,",""SPIKE",,2
15741,GORN,,7
15742,SATANA,,16
15743,"ROSETTI, GABRIEL",,31
15744,"CROW, REV. JOSHUA",,10
15745,"SIEGEL, DR. AVRAM",,17
15746,"GERHARDT, JOSEPH HEI",,10
15747,"SHAITAN, AL",,12
15748,"RILEY, JACK",,10
15749,"HELLSTROM, VICTORIA",,9
15750,",""SATANA",,1
15751,",""HELLSTROM, VICTORIA",,1
15752,",""ROSETTI, GABRIEL",,2
15753,SOULFIRE/JASON MALDO,,6
15754,"RILEY, MARIEL",,6
15755,"RILEY, KIM",,6
15756,MIRAGE III/MARGE,,5
15757,",""MIRAGE III/MARGE",,1
15758,"BECKMAN, CHARLES",,4
15759,"BECKMAN, JOSEPH",,4
15760,"BECKMAN, SARAH",,4
15761,"BECKMAN, LISA",,4
15762,ARMAZIEL,,9
15763,"PORTER, KIM",,9
15764,SAMMAEL,,9
15765,PEACEMONGER/,,1
15766,REPLICUS,,25
15767,EXPEDITER/JOHN WRAIT,,16
15768,"DAVIS, PRINCIPAL",,9
15769,MAXXAM,,7
15770,POWDERKEG II,,7
15771,X-RAY II/,,5
15772,OKOYE,,84
15773,ZURI,,95
15774,MALICE V/NAKIA,,88
15775,TEUTONIC KNIGHT/FRAN,,10
15776,"MONTGOMERY, SIR BERN",,6
15777,",""TEUTONIC KNIGHT/FRAN",,1
15778,",""MONTGOMERY, SIR BERN",,1
15779,",""CHURCHILL, SIR WINST",,1
15780,",""SPITFIRE/LADY JACQUE",,9
15781,BROTHERS GRIMM,,6
15782,",""HUNT, JERRY",,1
15783,"STALIN, JOSEF",,8
15784,",""UNION JACK/LORD MONT",,4
15785,IRON CROSS/HELMUT GR,,59
15786,",""THIN MAN/BRUCE DICKS",,1
15787,LADY LOTUS,,26
15788,HUMAN TOP/DAVEY MITC,,20
15789,GOLDEN GIRL/GWENNY L,,21
15790,",""MISS AMERICA/MADELIN",,5
15791,",""U-MAN/MERRANO",,10
15792,",""LADY LOTUS",,2
15793,",""GOLDEN GIRL/GWENNY L",,1
15794,NOMAD II/EDWARD FERB,,6
15795,",""NOMAD II/EDWARD FERB",,1
15796,"WILMOTT, DR. KEITH",,5
15797,"WHITE, JONATHAN",,5
15798,"COLLINS, NICK",,22
15799,MECHADOOM,,19
15800,COLDBLOOD/,,26
15801,",""MECHADOOM",,2
15802,",""BADALAMENTE, JESUS",,4
15803,"COLLINS, TRACY",,23
15804,"HANSEN, BILLY",,14
15805,"RYKER, HARLAN",,25
15806,"DWORMAN, JIM",,19
15807,ANSWER,,23
15808,",""DEWOLFF, JEAN",,8
15809,",""MARTHA",,2
15810,"MAXIMOFF, DJANGO",,41
15811,CH'THON,,37
15812,OTHER,,19
15813,TABOO,,23
15814,",""CAGLIOSTRO, ALESSAND",,3
15815,",""CH'THON",,3
15816,",""MAGNUS",,4
15817,",""MAXIMOFF, DJANGO",,6
15818,",""MR. DOLL/NATHAN DOLL",,3
15819,MR. DOLL/NATHAN DOLL,,13
15820,",""CARBON",,3
15821,",""BARIUM",,2
15822,",""SODIUM",,2
15823,",""INDIUM",,2
15824,",""ERBIUM",,2
15825,",""THALLIUM",,2
15826,",""HAFNIUM",,2
15827,",""PHOSPHORUS",,1
15828,SCRIER II/S. CRIER,,20
15829,"CAMPBELL, MEREDITH",,25
15830,GROVEL,,34
15831,NANNY,,30
15832,LANDSCAPE/BRETT,,11
15833,MEANY,,77
15834,SPAT,,25
15835,EENY,,78
15836,MAGGOTT/JAPHETH,,89
15837,",""LANDSCAPE/BRETT",,2
15838,",""KELLY, SEN. ROBERT E",,11
15839,"DE LA JOYA, SISTER M",,8
15840,",""DE LA JOYA, SISTER M",,1
15841,",""MAGGOTT/JAPHETH",,8
15842,",""ALVAREZ, CARLY",,3
15843,"ALVAREZ, CARLY",,19
15844,"HARRAS, BOB",,9
15845,",""GROVEL",,3
15846,",""NANNY",,3
15847,",""SPAT",,6
15848,",""MEANY",,9
15849,"JEROME, JASON",,23
15850,",""JEROME, JASON",,2
15851,",""CALCULUS/JAHAHAREL P",,1
15852,TESS-ONE,,33
15853,",""CARRION II/MALCOLM M",,2
15854,"MCBRIDE, MARTHA",,8
15855,",""KNIGHT/MALCOLM KNIGH",,1
15856,",""FOGG/THOMAS FOGG",,1
15857,FOGG/THOMAS FOGG,,15
15858,KNIGHT/MALCOLM KNIGH,,15
15859,"KNIGHT, LEO",,9
15860,",""PLAGUE",,5
15861,PLAGUE,,58
15862,PRISM,,49
15863,APE/,,60
15864,BEAUTIFUL DREAMER,,49
15865,ERG,,59
15866,TARBABY,,54
15867,",""PRISM",,5
15868,",""APE/",,4
15869,",""VERTIGO II",,5
15870,"BAILEY, SARA GREY",,45
15871,",""ERG",,3
15872,",""BAILEY, SARA GREY",,2
15873,",""TARBABY",,5
15874,",""ARIEL II",,3
15875,KALADAR [SHI'AR],,8
15876,ZOOG [KYMELLIAN],,8
15877,BLOODWING [SHI'AR],,8
15878,ENCHANTER,,6
15879,MAHA YOGI,,39
15880,"COPPERSMITH, ALFRED",,4
15881,FORCE/CLAYTON WILSON,,29
15882,"BUSH, GEORGE",,63
15883,POLESTAR/,,27
15884,"THOMAS, DR. STAN",,11
15885,"THOMAS, IDA",,11
15886,MURMUR/,,14
15887,"EDGERTON, GAYLE",,61
15888,VINCENTE/,,19
15889,"THOMAS, KIM HO TWAE",,10
15890,BULWARK/,,17
15891,MISTY/VINCENTE,,17
15892,"DEVERAUX, INSPECTOR",,19
15893,",""MONDO II",,2
15894,",""DEVERAUX, INSPECTOR",,1
15895,",""EDGERTON, GAYLE",,7
15896,",""D.O.A.",,2
15897,",""CHAMBER/JONOTHON STA",,8
15898,SOLARR,,46
15899,ATOM SMASHER/,,10
15900,DR. HYDRO,,5
15901,LORVEX,,5
15902,",""HAMIR",,4
15903,HAMIR,,25
15904,"MCCOURT, ALLISON",,20
15905,VIRAGO,,12
15906,"ROSENBERG, ANNIE",,3
15907,"STALYENKO, COL. YURI",,34
15908,WOZ/DEWOZ,,31
15909,"JARZINHO, COL. EDSON",,30
15910,CARTHUS,,22
15911,ARCHAEOPTERYX/TONAJA,,31
15912,KALIKYA [INHUMAN],,22
15913,NAHREES [INHUMAN],,27
15914,NEIFI [INHUMAN],,25
15915,DINU,,27
15916,TOI/REXEL TOIVEN,,21
15917,NECROMANCER/DR. STEP,,14
15918,",""NECROMANCER/DR. STEP",,3
15919,",""RED GUARDIAN II/ALEX",,6
15920,RED GUARDIAN II/ALEX,,49
15921,",""ARES [GREEK GOD]",,7
15922,",""TYPHON",,4
15923,CYANIDE JANE,,34
15924,"OXTON, PROFESSOR HEN",,22
15925,AENTAROS,,29
15926,KEY/,,26
15927,"SHIRE, DR. RANDALL",,29
15928,MALAN Sometimes spel,,26
15929,WALL/,,26
15930,SEMIJAN,,29
15931,KRIVEN,,16
15932,"BERGER, PROF.",,29
15933,PRINCESS SANDELLA,,31
15934,",""TURK",,3
15935,",""XANDU",,1
15936,"DURAN, CONAL",,33
15937,"LOCKLIN, BEN",,37
15938,",""DURAN, CONAL",,5
15939,",""LOCKLIN, BEN",,2
15940,BEDLAM/JESSE AARONSO,,130
15941,HAMMER/LEROY JACKSON,,10
15942,ANVIL/JOHNNY ANVIL,,10
15943,",""CORSI, TOM",,3
15944,"CORSI, TOM",,136
15945,HORUS [EGYPTIAN GOD],,36
15946,ERISHKIGEL,,18
15947,MUNIN,,44
15948,FLAME II,,10
15949,HUGIN,,43
15950,"MADDICKS, PROFESSOR",,15
15951,",""MADDICKS, PROFESSOR",,1
15952,ARKO,,27
15953,BUSHMASTER/JOHN MCIV,,29
15954,",""SCARFE, RAFAEL",,2
15955,TILDA,,18
15956,"BRANDT, ELLEN",,22
15957,MR. TERMINEUS/AMODEU,,12
15958,"BURKE, JACK",,12
15959,"BURKE, GWYNETH",,12
15960,"LOPEZ, ANGELA",,8
15961,"BURKE, JOB",,12
15962,"FILLMORE, SHERIFF DO",,10
15963,MEPHISITOID,,13
15964,T'KYLL ALABAR,,11
15965,",""MEPHISITOID",,2
15966,",""T'KYLL ALABAR",,2
15967,TERRIGENE,,2
15968,PAVANE II,,4
15969,BRAWLER,,3
15970,AMPERE/,,3
15971,",""BRAWLER",,1
15972,",""AMPERE/",,1
15973,PROCTOR,,29
15974,",""PROCTOR",,5
15975,",""N'GAMI",,1
15976,",""HOWARD, PROFESSOR MA",,3
15977,",""WRECKER II",,1
15978,WRECKER II,,1
15979,STEGRON,,27
15980,"DORCAS, LEMUEL DR.",,23
15981,",""OMEGA",,2
15982,MINT JULEP,,10
15983,ABRAXAS,,19
15984,RATTACK,,10
15985,"FROST, CARMILLA",,28
15986,M'SHULLA,,34
15987,OLD SKULL,,29
15988,GROK,,21
15989,KILLRAVEN/JONATHAN R,,35
15990,SABRE,,10
15991,HIGH OVERLORD,,18
15992,SKAR,,15
15993,VIGILANT/PSTUN-RAGE,,7
15994,FOROPULIST,,14
15995,VOLCANA ASH,,15
15996,"EVE 3,031",,15
15997,"ADAM 3,031",,15
15998,ATALON,,15
15999,WARLORD,,9
16000,MASTER FOUR,,4
16001,SACRIFICER,,15
16002,MELONIE,,13
16003,KASEMA,,4
16004,KATHAR,,3
16005,SLEDGE,,46
16006,"ALEGRIA, RICHIE",,25
16007,"SCHUYLER, DR. REBECC",,10
16008,GRYPHON/COMMANDER EK,,21
16009,",""PATCH II",,1
16010,",""BURKE, RICKY",,1
16011,",""REIGNFIRE/",,1
16012,",""ALEGRIA, RICHIE",,1
16013,",""SANDERS, DET. NAPOLE",,1
16014,",""BANTOCK, LT. OLIVER",,1
16015,",""DEADPOOL/JACK/WADE W",,5
16016,",""BENTON, TERRY",,1
16017,",""JONES, WALTER",,1
16018,"JONES, WALTER",,15
16019,"BURKE, RICKY",,15
16020,REIGNFIRE/,,50
16021,"SANDERS, DET. NAPOLE",,15
16022,"BANTOCK, LT. OLIVER",,15
16023,"BENTON, TERRY",,15
16024,"BLACKSHEAR, JONAS",,15
16025,"THORPE, GORDON",,11
16026,"DEWITT, LUCIUS",,11
16027,",""THORPE, GORDON",,1
16028,",""DEWITT, LUCIUS",,1
16029,",""BLACKHEART",,3
16030,",""BLACKSHEAR, JONAS",,1
16031,"BRIGGS, AGENT",,10
16032,"HOLLISTER, SHERIFF",,6
16033,SNAKESKIN II/,,14
16034,"ROUSSEAU, ETIENNE",,14
16035,"CHANDRA, DR.",,39
16036,"JOSHUA, DR. SEGISMUN",,54
16037,SHORT CIRCUIT/HENRY,,22
16038,LOCUS,,40
16039,",""CHANDRA, DR.",,1
16040,",""JOSHUA, DR. SEGISMUN",,2
16041,",""DE LA SALLE, BEATRIC",,2
16042,"DE LA SALLE, BEATRIC",,2
16043,",""WENDIGO II/GEORGES B",,6
16044,WENDIGO II/GEORGES B,,15
16045,"LELAND, HARRY",,75
16046,ARAKI [SHI'AR],,75
16047,MAELEN,,32
16048,",""LELAND, HARRY",,5
16049,",""PHOENIX II",,6
16050,",""ARAKI [SHI'AR]",,6
16051,",""MAELEN",,3
16052,EMPRESS R'KILL [SKRU,,39
16053,EARTHQUAKE,,105
16054,NIGHTSIDE,,76
16055,SMASHER IV,,114
16056,HUSSAR,,99
16057,",""ORACLE/LADY SIBYL",,8
16058,",""WARSTAR",,9
16059,",""STARBOLT",,5
16060,",""BEL-DANN, GEN.",,1
16061,"CARTER, JIMMY",,64
16062,",""CARTER, JIMMY",,4
16063,"PRYDE, TERRI",,19
16064,"PRYDE, CARMEN",,22
16065,",""PRYDE, TERRI",,4
16066,",""PRYDE, CARMEN",,4
16067,"MACON, ANGELO",,78
16068,",""COLE, WADE",,4
16069,"MANH, COY LEONG XUI",,50
16070,"MANH, COY NGA",,51
16071,MAGUS II,,51
16072,",""MANH, COY LEONG XUI",,4
16073,",""MANH, COY NGA",,4
16074,",""MAGUS II",,3
16075,MINXI [INHUMAN],,11
16076,VICTORIUS/PROF. VICT,,8
16077,",""VICTORIUS/PROF. VICT",,1
16078,"RUBINO, STEVE HEADSE",,32
16079,KLIGGER/SEN. EUGENE,,45
16080,",""SATANNISH",,3
16081,",""SILVER DAGGER/ISAIAH",,1
16082,",""MEPHISTA",,1
16083,"PARKER, RICHARD (ROB",,27
16084,"PARKER, MARY (ROBOT)",,31
16085,WALRUSS,,9
16086,"JAKES, JUDSON",,9
16087,LYLLA,,9
16088,UNCLE PYKO,,9
16089,"SANCHEZ, DET. LOUISA",,2
16090,",""NORTH, DAKOTA",,2
16091,",""KINGSIZE",,1
16092,KINGSIZE,,1
16093,"NORTH, DAKOTA",,52
16094,SHADES,,17
16095,COMANCHE,,19
16096,DARK RAIDER,,24
16097,"SUAREZ, RAPHAEL",,22
16098,MALICE III,,76
16099,",""DARK RAIDER",,1
16100,",""SUAREZ, RAPHAEL",,1
16101,"O'NEIL, BRIDGET",,24
16102,",""O'NEIL, BRIDGET",,4
16103,",""KARGUL",,1
16104,",""HUNTARA/MARY ELIZABE",,2
16105,KARGUL,,22
16106,STALKING FOX,,9
16107,RAPTOR II/PROFESSOR,,15
16108,",""STALKING FOX",,2
16109,",""RAPTOR II/PROFESSOR",,2
16110,",""GLABOO",,1
16111,",""MACKAY, MURDO",,1
16112,",""MACKAY, AILSA",,1
16113,",""SHAMAN III",,1
16114,SHAMAN III,,2
16115,"MACKAY, MURDO",,2
16116,"MACKAY, AILSA",,2
16117,",""MAULER/BRENDAN DOYLE",,2
16118,MAULER/BRENDAN DOYLE,,20
16119,",""PENDRAGON, ARTHUR",,2
16120,"MCPHERSON, LING",,29
16121,",""MCPHERSON, LING",,3
16122,OGUR,,14
16123,SPOILSPORT/,,17
16124,JET-BLACK/,,17
16125,NOY,,17
16126,NIGHTWIND/,,17
16127,SIGN/,,17
16128,TOUGH LOVE/,,17
16129,"FROST, ADRIENNE",,40
16130,DRAGONWING/,,17
16131,"FORTUNATO, MARY",,10
16132,"FORTUNATO, JAMES",,10
16133,",""FANCY DAN",,1
16134,"STRONG, SUSAN",,16
16135,",""SMYTHE, ALISTAIR ALP",,2
16136,"CALLAHAN, MIKE",,6
16137,",""WISDOM, PETER",,10
16138,",""OSBORN, NORMAN",,1
16139,"OSBORN, EMILY",,6
16140,DEATH'S HEAD,,8
16141,",""LUMP",,1
16142,",""DEATH'S HEAD",,1
16143,"ST. HUBBINS, SARI",,18
16144,"CAMPBELL, DR. RORY",,100
16145,MILAN,,56
16146,JAVITZ,,17
16147,",""JAVITZ",,2
16148,",""GOG III",,4
16149,",""SISTER MARIA",,2
16150,SISTER MARIA,,6
16151,",""VALINOR",,7
16152,",""LIVING LASER/ARTHUR",,8
16153,",""ADRIA",,1
16154,",""DEMONICUS/DR. DOUGLA",,4
16155,ADRIA,,10
16156,DIE'ODE/,,15
16157,"CHORD, MIYAMI",,29
16158,FU'SE,,28
16159,ELEC'TRIX/,,15
16160,"ASTROVIK, ARNOLD",,34
16161,VIBRATO/,,15
16162,"DREYFUSS, RACHEL",,25
16163,BLOODSTRIKE/ERIC CON,,34
16164,SMILING TIGER/,,26
16165,MIDNIGHT'S FIRE/,,33
16166,FIREWALL/THEARY/MIN,,72
16167,LEFT HAND/DIEGO CASS,,39
16168,",""BLOODSTRIKE/ERIC CON",,2
16169,",""SMILING TIGER/",,1
16170,",""MIDNIGHT'S FIRE/",,2
16171,",""CHORD, ANDREW",,6
16172,"STAPLES, EDNA M. GRA",,66
16173,",""TAI II",,2
16174,",""STAPLES, EDNA M. GRA",,10
16175,",""DREYFUSS, RACHEL",,1
16176,",""JONES, BART",,1
16177,ENRAGED,,41
16178,BLACKBALL,,41
16179,",""BALDWIN, JUSTIN",,6
16180,FIREBRAND II/BROXTEL,,41
16181,TERRAFORMER/SAM,,36
16182,"STANDISH, GEN.",,19
16183,ETERNAL BRAIN/PROFES,,39
16184,YETI,,60
16185,PIXIE/ [ETERNAL],,95
16186,GADFLY/RUTH MACRAE,,30
16187,CAPTAIN HIP/FRED MAC,,49
16188,WALKABOUT,,30
16189,RAPUNZEL,,37
16190,SUNSHINE/AUTUMN MACR,,40
16191,OXBOW/,,64
16192,EFFIGY/LT. VELMAX/JA,,76
16193,"LOCKE, DR. CASSANDRA",,68
16194,MORPH,,13
16195,",""YETI",,8
16196,",""PIXIE/ [ETERNAL]",,9
16197,",""GADFLY/RUTH MACRAE",,5
16198,",""CAPTAIN HIP/FRED MAC",,4
16199,",""WALKABOUT",,5
16200,",""RAPUNZEL",,3
16201,RECOIL/,,5
16202,"MODINE, REP. BERNARD",,5
16203,BLACK FOX/ROBERT W.,,101
16204,",""MR. JUSTICE/TIMOTHY",,4
16205,",""NOCTURNE/",,5
16206,",""NIGHTINGALE/",,5
16207,",""FLATIRON/RUSSELL",,5
16208,",""LOCKE, DR. CASSANDRA",,5
16209,",""EFFIGY/LT. VELMAX/JA",,4
16210,",""MAKO",,3
16211,",""ETERNAL BRAIN/PROFES",,4
16212,",""FIREFALL II",,4
16213,",""SQUIRE/",,3
16214,",""RIOT-ACT/",,3
16215,",""OXBOW/",,4
16216,",""TEMPLAR/IAN FITZWILL",,3
16217,TEMPLAR/IAN FITZWILL,,34
16218,MR. JUSTICE/TIMOTHY,,91
16219,NOCTURNE/,,44
16220,NIGHTINGALE/,,54
16221,FLATIRON/RUSSELL,,40
16222,MAKO,,33
16223,FIREFALL II,,35
16224,SQUIRE/,,22
16225,RIOT-ACT/,,22
16226,DEAD RINGER/LOU,,13
16227,AMERICOP/,,7
16228,GOLDDIGGER,,73
16229,"SANADA, KONO",,7
16230,"HOPKINS, STEVE",,77
16231,",""BENTLEY, VICTORIA",,3
16232,"WINTHROP, DESIREE",,48
16233,"KOWALSKI, TRISH",,10
16234,"HARDY, LYDIA",,23
16235,ARMADA II/,,14
16236,"KOPPISCH, DR. ERIC",,16
16237,",""MERCURY III/",,2
16238,",""KOPPISCH, DR. ERIC",,1
16239,"ISHIMA, DAVID",,53
16240,",""ISHIMA, DAVID",,1
16241,"CENTURY, TURNER D.",,40
16242,TRION,,18
16243,EJULP,,18
16244,",""TRION",,6
16245,",""SABRA/RUTH BAT-SERAP",,20
16246,",""EJULP",,7
16247,",""BLACK TOM CASSIDY",,8
16248,KRAGG,,2
16249,"MORRELL, SABRINA",,62
16250,MADMAN/PHIL STERNS,,14
16251,SIN-EATER/STAN CARTE,,25
16252,"TOLLIVER, REV. JACKS",,15
16253,",""OGUN",,5
16254,",""AMIKO",,3
16255,",""TURBO II (A)/MICHIKO",,10
16256,",""BOLT II/CHRIS BRADLE",,5
16257,",""SANDHURST, VINCENT",,1
16258,"SANDHURST, VINCENT",,11
16259,"EDGERTON, MR.",,45
16260,HOUND,,49
16261,",""EMPLATE/MARIUS ST. C",,6
16262,",""EDGERTON, MR.",,6
16263,",""HOUND",,5
16264,",""MILAN",,3
16265,",""CAMPBELL, DR. RORY",,6
16266,MINOTAUR II,,3
16267,TRAPSTER II/LARRY CU,,2
16268,"DULTRY, MARGARET",,2
16269,HALF-FACE,,3
16270,",""HALF-FACE",,1
16271,",""BLOODSTONE/ULYSSES B",,2
16272,",""CARTER, BRAD",,3
16273,",""DOMINO",,2
16274,DOMINO,,5
