Id,Label,timeset,Degree,clustering,triangles,pageranks,eigencentrality,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Weighted Degree,Authority,Hub,componentnumber
11652,QUASIMODO,,55,0.754882,1121,0.000469,0.137651,6,2,0.51411,0.527445,7.883672,68,0.015535,0.015536,0
11655,NOMAD III/JACK MONRO,,129,0.407825,3367,0.000971,0.187059,6,3,0.533831,0.564039,239.696661,370,0.020774,0.020774,0
11658,MADCAP,,65,0.523558,1089,0.000549,0.106647,6,3,0.510703,0.528609,37.024206,71,0.011893,0.011893,0
11659,DEATH ADDER,,70,0.571843,1381,0.000583,0.121463,6,3,0.511485,0.530772,35.251846,125,0.013618,0.013618,0
11674,FALCON/SAM WILSON,,354,0.344761,21541,0.002325,0.555478,6,2,0.607273,0.676647,1547.729137,1321,0.062431,0.062431,0
11675,BLACK CROW/JESSE BLA,,56,0.612338,943,0.00049,0.110383,6,3,0.509924,0.525116,22.501855,76,0.012396,0.012396,0
11687,SIDEWINDER/SETH VOEL,,76,0.551579,1572,0.000633,0.115129,6,2,0.51971,0.537924,42.169663,172,0.012801,0.012801,0
11688,PRINCESS PYTHON/ZELD,,137,0.460713,4292,0.000994,0.234615,7,2,0.53669,0.568363,195.215544,282,0.026168,0.026168,0
11689,CONSTRICTOR/FRANK PA,,179,0.424455,6762,0.001273,0.286036,6,2,0.549041,0.589321,458.789705,294,0.031824,0.031825,0
11695,ARMADILLO/ANTONIO RO,,64,0.513393,1035,0.000545,0.104507,6,3,0.514374,0.530605,38.260616,74,0.011641,0.011641,0
11699,CAPTAIN MARVEL III/G,,81,0.525617,1703,0.000638,0.14426,2,3,0.514902,0.536593,46.782126,170,0.016235,0.016235,0
11700,NEBULA,,93,0.642122,2747,0.0007,0.18358,4,3,0.523785,0.546075,38.537067,224,0.020747,0.020747,0
11701,BETA RAY BILL,,170,0.462304,6641,0.001194,0.294828,3,2,0.546347,0.58483,324.847951,405,0.033099,0.033099,0
11748,SHAMAN/MICHAEL TWOYO,,323,0.391227,20345,0.002102,0.54184,4,2,0.596074,0.661178,1035.261084,1172,0.061205,0.061205,0
11750,"POWER, MARGARET",,107,0.493564,2799,0.000804,0.185596,1,2,0.528202,0.553393,96.866125,301,0.020688,0.020688,0
11751,"POWER, DR. JIM",,119,0.467312,3281,0.000882,0.200826,1,2,0.531565,0.559381,133.32369,340,0.022379,0.022379,0
11752,COUNTERWEIGHT/JACK P,,144,0.44289,4560,0.001032,0.242811,1,2,0.53871,0.571856,195.927798,452,0.027139,0.027139,0
11754,LIGHTSPEED/JULIE POW,,143,0.44115,4479,0.001026,0.240343,1,2,0.53842,0.571357,194.600481,449,0.026859,0.026859,0
11755,COUNTERWEIGHT II/KAT,,151,0.408389,4625,0.00108,0.244288,1,2,0.540745,0.575349,266.462008,486,0.027264,0.027264,0
11756,CLOWN/CRAFTY ELIOT F,,98,0.512098,2434,0.000754,0.177038,7,2,0.525708,0.548902,86.23787,176,0.01975,0.01975,0
11769,LEADER/SAM STERNS,,134,0.678151,6043,0.000927,0.290696,2,2,0.535829,0.566866,65.680035,350,0.032922,0.032922,0
11771,ABSORBING MAN/CARL C,,205,0.408847,8549,0.001403,0.343535,3,2,0.556976,0.602295,460.040702,573,0.038435,0.038436,0
11772,DOC SAMSON/DR. LEONA,,206,0.561212,11850,0.001361,0.397912,2,2,0.557286,0.602794,218.562661,612,0.045088,0.045088,0
11777,TYRANNUS,,79,0.633236,1951,0.000617,0.173297,2,2,0.520519,0.539421,29.854065,122,0.019508,0.019509,0
11784,"NORRISS, JACK",,51,0.572549,730,0.000463,0.093161,2,3,0.512532,0.525116,18.622393,156,0.010452,0.010452,0
11796,"NAGAN, DR. ARTHUR",,52,0.58371,774,0.000473,0.084134,2,3,0.509664,0.523619,15.826212,88,0.009409,0.009409,0
11797,CHONDU,,56,0.538312,829,0.000497,0.090606,2,3,0.513846,0.527611,21.02679,96,0.01012,0.01012,0
11798,"MORGAN, JERROLD JERR",,53,0.583454,804,0.000478,0.087118,2,3,0.509924,0.524118,16.219048,91,0.009746,0.009746,0
11800,RUBY,,60,0.547458,969,0.000519,0.10334,2,3,0.512008,0.527778,23.1201,98,0.01157,0.01157,0
11802,ARAGORN,,93,0.477092,2041,0.000722,0.160746,2,2,0.524333,0.546407,88.897652,213,0.018039,0.018039,0
11806,SILVER SAMURAI/KENYU,,133,0.428458,3761,0.001,0.19168,6,2,0.535542,0.566367,338.688025,192,0.02114,0.02114,0
11809,BAYMAX,,60,0.874011,1547,0.000545,0.072803,6,3,0.504786,0.52312,9.163803,68,0.007933,0.007933,0
11811,SUNFIRE/SHIRO YOSHID,,268,0.44301,15850,0.00176,0.475262,7,2,0.577189,0.633733,636.43255,610,0.053597,0.053597,0
11813,"TAKACHIHO, HIRO",,62,0.853517,1614,0.000556,0.077889,6,3,0.506572,0.52495,11.604476,69,0.008511,0.008511,0
11814,STRONG GUY/GUIDO CAR,,262,0.408178,13956,0.001771,0.417548,7,2,0.575201,0.630739,688.378576,1005,0.046811,0.046811,0
11815,"HUDSON, HEATHER",,255,0.419824,13596,0.001711,0.422692,4,2,0.572899,0.627246,639.845411,1245,0.04752,0.04752,0
11816,SASQUATCH/WALTER LAN,,345,0.373745,22178,0.002242,0.564033,4,2,0.603978,0.672156,1179.085088,1451,0.063714,0.063714,0
11817,"HARKNESS, AGATHA",,268,0.40251,14401,0.00179,0.446779,1,2,0.577189,0.633733,683.00137,828,0.050325,0.050325,0
11818,THANOS DOPPELGANGER,,153,0.707,8221,0.001068,0.293432,4,2,0.541329,0.576347,63.725104,420,0.033153,0.033153,0
11819,MAGUS,,178,0.604202,9518,0.001232,0.320635,4,2,0.54874,0.588822,136.758941,551,0.036188,0.036188,0
11827,LIVING TRIBUNAL,,155,0.617847,7374,0.001068,0.306592,4,2,0.541915,0.577345,109.555452,247,0.034632,0.034632,0
11830,HIGH EVOLUTIONARY/HE,,222,0.40084,9833,0.001507,0.382252,3,2,0.56229,0.610778,641.412712,501,0.042811,0.042811,0
11837,"FRIEDLANDER, SHARON",,110,0.567807,3404,0.000831,0.175595,7,3,0.527368,0.553892,85.433842,232,0.019462,0.019462,0
11838,"MACTAGGERT, MOIRA KI",,299,0.318556,14192,0.002061,0.398388,7,2,0.587683,0.649202,1241.845305,1409,0.044038,0.044038,0
11846,HOBGOBLIN V/JASON PH,,94,0.523679,2289,0.000763,0.116975,0,3,0.519171,0.54358,100.324117,334,0.01284,0.01284,0
11847,ELECTRO/MAX DILLON,,194,0.418567,7836,0.001355,0.307938,0,2,0.553591,0.596806,423.729929,393,0.03433,0.03433,0
11850,CITIZEN V III/DALLAS,,132,0.502892,4348,0.000988,0.200065,6,2,0.535256,0.565868,165.115285,355,0.022152,0.022152,0
11851,FIXER II/PAUL NORBER,,174,0.432662,6512,0.001219,0.289876,6,2,0.547541,0.586826,279.783575,478,0.032437,0.032437,0
11853,CITIZEN V II/HELMUT,,119,0.432275,3035,0.000893,0.186138,6,3,0.530439,0.558716,156.184724,288,0.020761,0.020761,0
11865,"CUSHING, KATE",,103,0.480107,2522,0.000803,0.141788,0,2,0.527091,0.551397,93.809247,377,0.015671,0.015671,0
11872,MARROW/SARAH,,113,0.516593,3269,0.000842,0.199571,7,2,0.529878,0.556387,85.588279,381,0.022204,0.022204,0
11873,CALLISTO,,151,0.470287,5326,0.001104,0.219818,7,2,0.540745,0.575349,212.944863,392,0.024231,0.024231,0
11884,TASKMASTER,,87,0.532478,1992,0.000676,0.163683,6,3,0.522419,0.543247,59.461811,132,0.018333,0.018333,0
11885,REDWING,,202,0.491158,9971,0.00137,0.35904,6,2,0.556049,0.600798,365.442486,479,0.040472,0.040472,0
11886,DIAMONDBACK II/RACHE,,143,0.411209,4175,0.001058,0.213251,6,2,0.53842,0.571357,247.166495,445,0.023725,0.023725,0
11898,"KNIGHT, MISTY",,194,0.347951,6514,0.00137,0.302892,6,2,0.553591,0.596806,574.7755,511,0.033763,0.033763,0
11899,"LANE, LOIS",,93,0.55166,2360,0.00071,0.177687,3,2,0.524333,0.546407,57.994763,110,0.019825,0.019825,0
11900,TYPHOID MARY/MARY ME,,50,0.457143,560,0.00046,0.08172,0,3,0.512532,0.524784,30.199403,99,0.009061,0.009061,0
11904,EEL II/EDWARD LAVELL,,116,0.516792,3447,0.000893,0.175972,6,3,0.530439,0.557718,172.730753,152,0.019418,0.019418,0
11911,IRON FIST/DANIEL RAN,,330,0.35437,19237,0.002174,0.525331,6,2,0.598566,0.664671,1310.596072,973,0.059067,0.059067,0
11915,BLACK GOLIATH/DR. WI,,136,0.538126,4940,0.000967,0.26561,6,2,0.536403,0.567864,122.86113,278,0.02989,0.02989,0
11916,POWER MAN/ERIK JOSTE,,256,0.338235,11040,0.001771,0.364823,6,2,0.573227,0.627745,1105.842312,767,0.040573,0.040573,0
11917,MENTOR/ALARS [ETERNA,,115,0.627155,4111,0.000831,0.239641,6,2,0.530439,0.557385,64.405989,245,0.027041,0.027041,0
11918,ISAAC,,108,0.647629,3742,0.000784,0.225836,6,3,0.526814,0.552894,47.639141,197,0.025523,0.025523,0
11922,MULTIPLE MAN/JAMES A,,242,0.436576,12731,0.001632,0.401969,7,2,0.568672,0.620758,538.320886,789,0.045048,0.045048,0
11924,WHIPLASH/MARK SCARLO,,121,0.464738,3374,0.000905,0.196213,6,2,0.53213,0.560379,153.455791,206,0.021847,0.021847,0
11925,"HAMMER, JUSTIN",,83,0.474875,1616,0.000665,0.123969,0,3,0.520519,0.540752,65.947158,186,0.013746,0.013746,0
11933,MADAME MASQUE/GIULIE,,69,0.595482,1397,0.000567,0.129393,6,3,0.517295,0.534098,28.309083,192,0.014525,0.014525,0
11937,DEADPOOL/JACK/WADE W,,96,0.403509,1840,0.000745,0.15286,7,2,0.525157,0.547904,143.080246,204,0.016967,0.016967,0
11939,COPYCAT/VANESSA,,78,0.555445,1668,0.000631,0.132037,7,3,0.519979,0.538756,50.9286,244,0.014647,0.014647,0
11941,"LANG, CASSANDRA CASS",,105,0.559341,3054,0.000785,0.199772,1,2,0.527646,0.552395,76.15442,185,0.022451,0.022451,0
11942,"CORD, EDWIN",,50,0.649796,796,0.000476,0.066674,6,3,0.508371,0.522122,22.43549,78,0.007335,0.007335,0
11948,GREY GARGOYLE/PAUL P,,112,0.559846,3480,0.000826,0.208706,6,2,0.529598,0.555888,90.515852,165,0.023434,0.023434,0
11963,NITRO/ROBERT L. HUNT,,79,0.390458,1203,0.000643,0.119076,0,3,0.520249,0.539255,124.441706,90,0.013222,0.013222,0
11964,HAMMERHEAD,,82,0.541102,1797,0.000671,0.114672,0,3,0.519979,0.540086,58.454264,223,0.012644,0.012644,0
11965,"OSBORN, NORMIE",,88,0.597962,2289,0.000711,0.129931,0,3,0.521603,0.543081,47.693362,286,0.014338,0.014338,0
11971,DARKHAWK/CHRIS POWEL,,232,0.463129,12410,0.001551,0.414345,4,2,0.565463,0.615768,464.775566,715,0.046662,0.046662,0
11972,LIVING LIGHTNING/MIG,,250,0.439711,13686,0.001677,0.422401,6,2,0.571266,0.62475,527.29029,883,0.047604,0.047604,0
11976,RAGE/ELVIN DARYL HAL,,164,0.55095,7364,0.00112,0.332471,6,2,0.544565,0.581836,145.438838,540,0.037439,0.037439,0
11979,SERSI/SYLVIA,,391,0.313634,23913,0.002553,0.595381,6,2,0.621203,0.69511,2051.444812,1260,0.06703,0.06703,0
11992,BLACK KNIGHT/SIR PER,,59,0.698422,1195,0.000504,0.120431,6,3,0.507599,0.524617,15.328662,93,0.01362,0.01362,0
11995,MAXIMUS [INHUMAN],,93,0.561477,2402,0.00071,0.179521,1,2,0.524333,0.546407,58.201397,356,0.020209,0.020209,0
11996,MEDUSA/MEDUSALITH AM,,292,0.414607,17615,0.001903,0.500636,1,2,0.58528,0.645709,680.905109,1130,0.056594,0.056594,0
11998,"SAPRISTI, JERRY",,69,0.574595,1348,0.000585,0.101456,3,2,0.517829,0.534431,43.323423,183,0.011276,0.011276,0
11999,QUICKSAND,,110,0.464053,2782,0.000872,0.133044,6,3,0.52876,0.554724,240.417194,170,0.014564,0.014564,0
12000,MONGOOSE,,52,0.659125,874,0.000472,0.088023,3,3,0.507599,0.522289,17.797662,86,0.009808,0.009808,0
12002,LORELEI II/MELODI [A,,84,0.529547,1846,0.00066,0.140467,3,3,0.518902,0.540086,46.443954,271,0.015787,0.015787,0
12003,"MASTERSON, KEVIN",,90,0.600999,2407,0.000701,0.161556,3,3,0.522965,0.544578,46.326701,273,0.018074,0.018074,0
12004,EXECUTIONER II/SKURG,,164,0.475011,6349,0.00115,0.287693,3,2,0.544565,0.581836,264.299028,372,0.032302,0.032302,0
12005,FORGOTTEN ONE/GILGAM,,141,0.450355,4445,0.001019,0.24378,6,2,0.537842,0.570359,238.098855,331,0.027337,0.027337,0
12022,SHOCKER/HERMAN SCHUL,,107,0.477165,2706,0.00082,0.165123,0,2,0.528202,0.553393,113.381404,172,0.01833,0.01833,0
12025,"ROBERTSON, RANDY",,76,0.604211,1722,0.000644,0.0912,0,3,0.517562,0.536593,37.782802,336,0.009965,0.009965,0
12034,FIREFIST/RUSTY COLLI,,149,0.474061,5227,0.001088,0.222751,7,2,0.540162,0.574351,199.930982,532,0.024597,0.024597,0
12036,WILDSIDE,,68,0.68964,1571,0.000571,0.109596,7,3,0.51227,0.530605,19.776098,141,0.012098,0.012098,0
12037,FOREARM,,80,0.669937,2117,0.000648,0.131219,7,3,0.515697,0.53676,30.270819,203,0.014512,0.014512,0
12038,REAPER II,,63,0.766513,1497,0.000541,0.107173,7,3,0.509146,0.526946,11.84487,130,0.011844,0.011844,0
12041,STROBE/,,65,0.74375,1547,0.000552,0.110637,7,3,0.512532,0.529774,14.518382,102,0.012233,0.012233,0
12042,SKIDS/SALLY BLEVINS,,145,0.463889,4843,0.001064,0.209946,7,2,0.538999,0.572355,196.630337,544,0.023169,0.023169,0
12044,ZERO,,85,0.665546,2376,0.000679,0.138587,7,3,0.518902,0.540419,33.831073,228,0.015318,0.015318,0
12045,STRYFE,,90,0.64819,2596,0.00071,0.149115,7,3,0.522692,0.544411,39.728652,301,0.016485,0.016485,0
12058,ARRANGER/,,66,0.606993,1302,0.000585,0.0729,0,3,0.510703,0.528942,35.239799,248,0.007942,0.007942,0
12059,"BALDWIN, MADELYNE MA",,68,0.667252,1520,0.000553,0.156683,4,2,0.517562,0.533932,26.850223,126,0.017572,0.017572,0
12060,LLYRA/LLYRA MORRIS,,101,0.527129,2662,0.000767,0.197046,6,2,0.526537,0.550399,90.128581,162,0.022039,0.022039,0
12061,"KENT, CLARK",,143,0.479957,4873,0.001014,0.258962,3,2,0.53842,0.571357,171.726009,173,0.028919,0.028919,0
12062,GHAUR [DEVIANT],,120,0.494678,3532,0.000886,0.226303,6,2,0.531847,0.55988,148.278347,238,0.025303,0.025303,0
12064,"MERCADO, JOY",,83,0.557743,1898,0.000688,0.10341,0,3,0.516761,0.538423,55.27981,306,0.011346,0.011346,0
12065,VIPER II,,169,0.395886,5620,0.001209,0.277848,6,2,0.546049,0.584331,436.532748,331,0.03089,0.03089,0
12092,WIZARD/BENTLEY WITTM,,206,0.4278,9033,0.001405,0.358331,1,2,0.557286,0.602794,421.962722,487,0.040134,0.040134,0
12093,"REAGAN, RONALD",,115,0.610984,4005,0.000821,0.241734,2,2,0.530439,0.557385,56.714535,149,0.027188,0.027188,0
12095,MOONSTONE II/KARLA S,,248,0.354741,10865,0.001708,0.36788,6,2,0.570615,0.623752,862.569024,760,0.041026,0.041026,0
12096,BEETLE/ABNER RONALD,,180,0.39851,6420,0.001268,0.282157,6,2,0.549342,0.58982,384.770316,507,0.031478,0.031478,0
12098,TIGER SHARK/TODD ARL,,138,0.472972,4471,0.001019,0.222741,6,2,0.536977,0.568862,223.188197,267,0.024743,0.024743,0
12099,ELYSIUS,,78,0.798535,2398,0.0006,0.192891,6,2,0.520249,0.538922,11.869492,135,0.021811,0.021811,0
12110,BLACKOUT/MARCUS DANI,,64,0.65377,1318,0.000526,0.13066,6,3,0.515167,0.531104,14.203052,108,0.01473,0.01473,0
12111,"O'BRIEN, MICHAEL",,224,0.483744,12082,0.001493,0.404743,6,2,0.562921,0.611776,391.878695,468,0.045703,0.045703,0
12112,"SIKORSKY, RAYMOND",,117,0.551872,3745,0.000855,0.226471,6,2,0.531002,0.558383,90.16878,206,0.025395,0.025395,0
12116,LUNA/LUNA MAXIMOFF [,,178,0.524218,8258,0.001209,0.345821,1,2,0.54874,0.588822,208.139031,439,0.039051,0.039051,0
12121,DORMAMMU,,83,0.616221,2097,0.00064,0.170403,2,2,0.521603,0.541417,35.984243,242,0.019223,0.019223,0
12132,SELENE,,128,0.492372,4002,0.000945,0.206099,7,2,0.534115,0.563872,171.040369,318,0.022795,0.022794,0
12133,SUNDER,,86,0.648427,2370,0.000682,0.142685,7,3,0.522147,0.542748,37.750975,180,0.015764,0.015764,0
12135,CALIBAN/,,159,0.488815,6140,0.001143,0.252642,7,2,0.543089,0.579341,237.738965,589,0.027956,0.027956,0
12136,MAGMA/AMARA AQUILLA/,,158,0.491413,6095,0.001111,0.276581,7,2,0.542795,0.578842,174.147801,629,0.03084,0.03084,0
12145,WHIRLWIND/DAVID CANN,,176,0.491753,7573,0.001211,0.316454,6,2,0.54814,0.587824,222.017742,288,0.035574,0.035574,0
12146,"FREEMAN, DUANE JEROM",,99,0.61946,3005,0.000743,0.194812,6,2,0.525984,0.549401,51.444682,155,0.021906,0.021906,0
12147,DEMOLITION MAN/DENNI,,124,0.490427,3740,0.00092,0.212754,6,2,0.532979,0.561876,152.533194,299,0.023828,0.023828,0
12148,MAGDALENE/MARISSA DA,,84,0.726334,2532,0.000644,0.184304,6,3,0.51971,0.540585,22.91045,196,0.020778,0.020778,0
12149,SWORDSMAN III/PHILIP,,90,0.685393,2745,0.000683,0.190971,6,3,0.521332,0.54358,33.517527,244,0.021522,0.021522,0
12150,"MCLAREN, MEGAN",,104,0.696415,3730,0.000757,0.233826,6,2,0.527368,0.551896,33.60645,175,0.026334,0.026334,0
12154,BLUE SHIELD/JOSEPH J,,62,0.671074,1269,0.000514,0.133683,6,3,0.515167,0.530439,15.62124,67,0.015098,0.015098,0
12176,STINGRAY/DR. WALTER,,141,0.591692,5840,0.000976,0.279644,6,2,0.537842,0.570359,90.339984,272,0.031718,0.031718,0
12177,"LE FEY, MORGAN",,103,0.628403,3301,0.000762,0.22315,6,2,0.527091,0.551397,59.417602,227,0.025191,0.025191,0
12179,FIREBIRD/BONITA JUAR,,181,0.58318,9500,0.001209,0.367353,6,2,0.549643,0.590319,144.623597,438,0.041569,0.041569,0
12180,MORDRED THE EVIL,,62,0.848228,1604,0.000507,0.153754,6,3,0.51411,0.529774,6.17137,117,0.017393,0.017393,0
12181,STRIDER,,98,0.563013,2676,0.000748,0.182643,6,2,0.525708,0.548902,68.292564,155,0.020531,0.020531,0
12182,WEREWOLF BY NIGHT/JA,,139,0.717443,6881,0.000956,0.294335,6,2,0.537265,0.569361,68.542414,199,0.033401,0.033401,0
12185,SILVERCLAW/LA GARRA,,56,0.784416,1208,0.000484,0.117014,6,3,0.51411,0.527778,7.877976,82,0.013183,0.013183,0
12196,BROTHER VOODOO/DANIE,,131,0.750675,6392,0.000909,0.276828,6,2,0.534971,0.565369,52.742265,176,0.031444,0.031444,0
12198,"DRUMM, JERICHO",,108,0.893043,5160,0.000768,0.241043,6,2,0.528481,0.553892,14.419102,136,0.027432,0.027432,0
12204,ARKON,,68,0.647059,1474,0.000553,0.157958,6,2,0.517562,0.533932,24.202222,114,0.017789,0.017789,0
12206,BARON MORDO/KARL MOR,,56,0.641558,988,0.000484,0.095267,2,3,0.512794,0.526946,13.578668,133,0.010643,0.010643,0
12213,"CHEKOV, ARTHUR ANTON",,65,0.683654,1422,0.000576,0.078945,0,3,0.51411,0.530772,21.494902,159,0.008614,0.008614,0
12214,"PALERMO, HARRIET ROS",,59,0.708942,1213,0.000535,0.072071,0,3,0.51332,0.528277,16.045047,134,0.007859,0.007859,0
12215,"PALERMO, VICTOR",,60,0.689831,1221,0.000543,0.072485,0,3,0.513846,0.528942,20.359349,138,0.007898,0.007898,0
12218,TOAD/MORTIMER TOYNBE,,169,0.449775,6385,0.001179,0.297274,7,2,0.546049,0.584331,284.748725,459,0.03318,0.03318,0
12233,ARON [WATCHER],,102,0.664143,3421,0.000753,0.215727,1,2,0.526814,0.550898,45.627683,196,0.024356,0.024356,0
12237,NANNY II,,68,0.69842,1591,0.000567,0.118973,7,3,0.517028,0.533599,22.540434,96,0.013138,0.013138,0
12238,"KELLY, SEN. ROBERT E",,152,0.455385,5226,0.001106,0.222964,7,3,0.540745,0.575682,243.44403,302,0.024636,0.024636,0
12239,BONEBREAKER/,,70,0.637681,1540,0.000601,0.093678,7,3,0.499004,0.522621,29.053785,169,0.010261,0.010261,0
12240,ORPHAN-MAKER/PETER,,66,0.706294,1515,0.000555,0.113773,7,3,0.516229,0.532435,21.375559,92,0.012552,0.012552,0
12241,LADY DEATHSTRIKE/YUR,,95,0.526988,2353,0.000748,0.14937,7,3,0.521603,0.545409,77.979103,202,0.016521,0.016521,0
12242,BLACK KING/SEBASTIAN,,199,0.40267,7933,0.001391,0.297406,7,2,0.555125,0.599301,408.015388,510,0.032968,0.032968,0
12243,TESSA,,124,0.515342,3930,0.000926,0.182606,7,3,0.53213,0.561377,120.477274,281,0.020139,0.020138,0
12244,"PIERCE, DONALD",,95,0.575588,2570,0.000752,0.142136,7,3,0.520249,0.544578,62.678453,237,0.01566,0.015659,0
12247,SPIRAL,,149,0.514965,5678,0.001065,0.262904,7,2,0.540162,0.574351,183.88238,344,0.029204,0.029204,0
12249,"COLE, WADE",,78,0.659674,1981,0.000648,0.112444,7,3,0.503771,0.528443,30.557417,159,0.012348,0.012348,0
12250,BARBARUS,,61,0.68306,1250,0.000526,0.117633,7,3,0.515432,0.530273,19.534677,119,0.013092,0.013092,0
12251,ZALADANE,,57,0.721178,1151,0.000507,0.090482,7,3,0.491176,0.512974,13.983554,107,0.01003,0.01003,0
12252,GAZA,,59,0.687317,1176,0.000514,0.111924,7,3,0.514902,0.529275,18.530038,111,0.01245,0.01245,0
12253,WHITEOUT,,56,0.542857,836,0.000506,0.081769,7,3,0.513057,0.527112,53.217033,86,0.009024,0.009024,0
12254,AMPHIBIUS,,67,0.657169,1453,0.000562,0.128214,7,2,0.517295,0.533433,25.106102,152,0.01427,0.01427,0
12255,"REESE, MURRAY",,82,0.635953,2112,0.000673,0.118812,7,3,0.508371,0.532768,38.756466,186,0.013058,0.013058,0
12290,MICROCHIP/LINUS LIEB,,56,0.480519,740,0.000498,0.087886,0,2,0.514374,0.527944,42.064312,151,0.009743,0.009743,0
12295,BOX IV/MADISON JEFFR,,88,0.588558,2253,0.000676,0.175811,4,2,0.522965,0.543912,42.84215,473,0.019758,0.019758,0
12296,BOX/ROGER BOCHS,,67,0.753505,1666,0.000543,0.148774,4,2,0.517295,0.533433,12.092892,214,0.016734,0.016734,0
12297,AURORA/JEANNE-MARIE,,195,0.497542,9411,0.0013,0.367157,4,2,0.553897,0.597305,226.831695,630,0.041569,0.041569,0
12298,PERSUASION/KARA KILL,,77,0.710526,2079,0.000605,0.164681,4,3,0.51971,0.538257,18.894987,306,0.018547,0.018547,0
12299,PUCK/EUGENE MILTON J,,246,0.433715,13070,0.001649,0.418238,4,2,0.569966,0.622754,599.990188,1072,0.046999,0.046999,0
12300,NORTHSTAR/JEAN-PAUL,,207,0.492238,10495,0.001368,0.393852,4,2,0.557596,0.603293,253.931827,710,0.044592,0.044592,0
12315,SNOWBIRD/NARYA/ANNE,,103,0.553398,2907,0.00076,0.202796,4,2,0.527091,0.551397,67.177824,263,0.022884,0.022884,0
12317,TALISMAN II/ELIZABET,,126,0.543111,4277,0.000909,0.243987,4,2,0.533546,0.562874,123.252476,419,0.027398,0.027398,0
12321,MESMERO,,62,0.584876,1106,0.000525,0.126712,7,3,0.515697,0.530772,27.865061,121,0.014161,0.014161,0
12322,MARRINA/MARRINA SMAL,,86,0.53461,1954,0.000665,0.170295,4,2,0.522419,0.542914,48.483771,226,0.019175,0.019175,0
12329,D'KEN [SHI'AR],,58,0.778584,1287,0.000507,0.106576,7,3,0.509924,0.525782,8.408887,109,0.011883,0.011883,0
12330,LILANDRA NERAMANI [S,,248,0.418081,12805,0.001673,0.414903,7,2,0.570615,0.623752,596.032533,916,0.046393,0.046393,0
12354,MODOK/GEORGE TARLETO,,122,0.503861,3719,0.000891,0.227371,6,2,0.532412,0.560878,113.63594,189,0.025528,0.025528,0
12355,SHELLSHOCK/,,59,0.711864,1218,0.000507,0.124905,1,2,0.515167,0.529441,12.536763,69,0.014017,0.014017,0
12357,LETHA,,55,0.727273,1080,0.000487,0.111804,6,2,0.51411,0.527445,10.141516,65,0.012497,0.012497,0
12358,POUNDCAKES/MARIAN PO,,78,0.582751,1750,0.00063,0.143432,6,2,0.520249,0.538922,42.963178,120,0.016011,0.016011,0
12360,MIRAGE,,70,0.633126,1529,0.000578,0.136702,0,2,0.518097,0.53493,29.846549,73,0.01524,0.01524,0
12361,HIJACKER,,56,0.746104,1149,0.000489,0.12069,6,2,0.514374,0.527944,8.40201,59,0.0135,0.0135,0
12362,MELTER/BRUNO HORGAN,,141,0.549949,5428,0.001,0.267663,6,2,0.537842,0.570359,124.064398,216,0.030067,0.030067,0
12363,SCREAMING MIMI/MELIS,,260,0.361093,12158,0.001784,0.39411,6,2,0.574541,0.629741,939.389534,703,0.043931,0.043931,0
12375,"LEWIS, SHIRLEY WASHI",,55,0.60404,897,0.00049,0.096061,0,3,0.511224,0.525615,18.658435,118,0.01068,0.01068,0
12384,THUNDERBIRD II/JAMES,,270,0.330222,11992,0.001874,0.379746,7,2,0.577855,0.634731,1401.779078,1009,0.041973,0.041973,0
12385,CHIEF EXAMINER,,50,0.876735,1074,0.000439,0.127673,4,2,0.512794,0.52495,3.688162,58,0.014382,0.014382,0
12386,ANTHROMORPHO,,53,0.858491,1183,0.000457,0.131195,4,3,0.51227,0.525615,4.037551,59,0.014802,0.014802,0
12393,EPOCH,,108,0.620284,3584,0.000796,0.213026,4,2,0.528481,0.553892,59.236789,169,0.024022,0.024022,0
12394,DEATHURGE,,81,0.704938,2284,0.000636,0.169648,6,2,0.521061,0.540419,24.023531,122,0.019091,0.019091,0
12404,IMPULSE,,66,0.73986,1587,0.000553,0.126186,7,3,0.516495,0.532601,14.151315,88,0.014125,0.014125,0
12405,"CARTER, PEGGY",,205,0.399091,8345,0.001422,0.34073,6,2,0.556976,0.602295,533.527132,516,0.038173,0.038173,0
12409,STARBOLT,,94,0.640814,2801,0.000725,0.170534,7,3,0.524333,0.54674,41.718668,163,0.019097,0.019097,0
12411,ELECTRON,,68,0.748464,1705,0.000564,0.134931,7,3,0.517295,0.533766,13.819742,97,0.015124,0.015124,0
12413,WARSTAR,,94,0.630519,2756,0.000722,0.175424,7,3,0.523511,0.546241,43.583819,164,0.019666,0.019666,0
12416,ORACLE/LADY SIBYL,,108,0.611284,3532,0.000807,0.199706,7,3,0.528202,0.553726,59.023407,217,0.022367,0.022367,0
12419,TEMPEST/GRANNZ,,86,0.682079,2493,0.000674,0.164291,7,3,0.522147,0.542748,29.889826,138,0.018422,0.018422,0
12435,DEATHBIRD [SHI'AR],,149,0.463087,5106,0.001077,0.247634,7,2,0.540162,0.574351,225.603739,360,0.027612,0.027612,0
12439,"MASON, LOUISE",,51,0.512157,653,0.000464,0.093102,6,3,0.510964,0.524118,25.823809,86,0.010399,0.010399,0
12465,"ROBERTSON, MARTHA",,74,0.605331,1635,0.000621,0.101934,0,3,0.517829,0.536094,32.061328,251,0.011227,0.011227,0
